,Word,Length,Frequency,Info_given_previous_all_bigrams,Info_given_previous_cleaned_bigrams,Info_given_next_all_bigrams,Info_given_next_cleaned_bigrams
4929,tehtävien,9,2206,9.53468601461336,10.3617462548309,8.1913391129225,8.47550900519535
4930,löydä,5,2206,9.93228169300157,9.98276953238166,9.89632687547815,10.2935925493086
4931,valkoisen,9,2205,11.4844033230311,11.6828862288964,5.90296706966812,6.03282555880318
4932,syömään,7,2205,10.086187064451,10.4473678134136,11.2209209811813,11.7494702957403
4933,toimintoja,10,2205,9.50144711454766,9.82539023310589,12.5246196413232,12.6019219666097
4934,kokoukseen,10,2204,8.44610611927331,8.91239023199972,11.7819127300761,11.8933714263789
4935,kansallinen,11,2203,11.7820918653692,12.1917844101912,5.73923856648402,7.40276876420725
4936,koulutuksessa,13,2202,9.1288846662513,9.88787923576463,11.9239717403366,12.0650542124735
4937,suurimpia,9,2202,10.4698685051483,10.9568570462241,7.20769187031319,8.48654134165462
4938,perusteita,10,2201,8.93364690893752,9.60379319581976,12.259294372643,12.6304844747215
4939,toteutettiin,12,2199,8.24510276397469,9.573772120999,9.34895873611918,10.8165854267366
4940,uutisoi,7,2199,8.48469574033109,9.50047522244077,9.89552272586728,10.6180793109964
4941,reippaasti,10,2198,10.7529828513484,10.9655261560947,11.5194379413704,11.8913959538853
4942,pienempiä,9,2198,11.2832617027501,11.4131335020164,9.34727634694375,10.2417492175961
4943,menettänyt,10,2197,11.3025739832318,11.5437043378233,8.52892046361834,9.26128422197786
4944,töistä,6,2197,9.15618545913022,9.64381067980795,12.1802914401929,12.2783223073942
4945,tutustutaan,11,2197,9.09002320203615,10.1025671761819,8.23667645927384,9.71590245053608
4946,ilma,4,2197,10.2295913994008,10.49743970403,11.4446012034163,11.5266954804901
4947,keksiä,6,2197,10.5709580029921,10.6185740625677,10.8895135844533,11.1820038825645
4948,viimeisin,9,2196,11.8291426558324,12.6782877708516,8.37478444682191,9.26243200978319
4949,potilas,7,2195,11.5652598492188,11.8480210840496,11.5586942367608,11.4834642559427
4950,toimijoita,10,2195,8.67582623422856,8.89282855668399,12.875241532308,12.9437460604078
4951,näytelmä,8,2195,9.96074391843849,10.469116471579,11.7867035941088,11.9232741991534
4952,politiikassa,12,2194,11.0316854794922,11.1754819607735,12.8687440745887,12.953530513442
4953,muutoksista,11,2194,7.69593656051308,8.03640997678774,12.1356470137034,12.3149606358955
4954,silloinkin,10,2194,12.2057276988324,12.3109655190341,11.9504266382637,12.1360221046618
4955,näkevät,7,2193,9.50649743423357,9.96111112499369,11.2992332278079,11.7958407359433
4956,järjestäminen,13,2193,6.4016782577295,7.80120269658542,12.4598551013917,12.6751681079724
4957,kovalla,7,2193,11.0224085168549,11.3657935109368,4.32569147649703,4.43290173405477
4958,sijoitettu,10,2193,10.9168030403971,11.1646785444678,8.82843177199364,10.3080178307242
4959,tuntevat,8,2191,9.5569590519742,10.0451969998298,9.29563579762898,9.63318356396417
4960,jäällä,6,2191,10.0867191349555,11.0306836383442,11.906993811396,12.3491249729466
4961,kysytään,8,2191,9.20460350562121,10.2713503636073,11.9646872200782,12.2095367432237
4962,kysely,6,2191,10.1493812914771,10.4692261775646,11.0711319196497,10.8729081936586
4963,teon,4,2191,9.24449232714216,9.81226998001927,10.1123522580844,10.3880218824143
4964,lautakunnan,11,2190,9.03316201625438,9.09123238365691,8.52001249582974,8.61410327617619
4965,luvut,5,2190,9.92456489295089,10.1371618869093,10.0331596368733,9.96800928373138
4966,osoittautui,11,2190,8.67693130620369,9.8801386329619,8.53353343796989,9.28411048861995
4967,julki,5,2189,9.39642807142135,9.60437180300876,12.1189957265038,12.2745032283348
